HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0,0,0,0,3.44,1,0,0,0,0,0,0,0,0,0,0
0,0,2.61,0,0,2.61,0.2,0.2,0,0,0,0,0,0,0,0
0.272,0,0,0,0,3.192,0,2.03,0,0,1.62,0,0.81,1.62,0,1
0,0,0,0.333,0,1.666,0,0,0,0,0,0,0,0,0,0
0.206,0,0,0.206,0,4.171,0,0,0,0,0.63,0.31,0,0.31,0,1
0.108,0,0,0,0.65,1.924,0,0,0,0,0,0,0,0,0,0
0,0,0,0.076,0,1.833,1.91,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.888,0,0,2,0,8,0,0,0,0,0
0.059,0,1.44,0.119,0,6.145,0,0,0,0,0,0,0,0.48,0,0
0.256,0,0,0.64,0,3.5,0,0,0,0,2.78,0,0,1.19,0.39,1
0.041,0,0,0.041,0,2.351,0,1.34,0.36,0,0.73,0,0.12,0,0.24,1
0,0,0,0.235,0,1.38,0,0,0,0,1.6,0,0.8,0,0,0
0,0,1.72,0,0,1.964,0,0.57,0,0,0,0,0,0,0,0
0,1.21,0,0,0,1.676,0,0,0,0,0,0,0,0,0,1
0.208,0,0,0.417,0,3.812,0,0,0,0,0,0,0,0,0,1
0.464,0.66,0,0.406,0,6.932,0,0,0,0,0.99,0,0,0.66,0.99,1
0,0.79,0,0.046,0,2.934,0,2.9,1.05,0,0.79,0,1.31,0,0,1
0,0,15.38,0,0,14,0,0,0,0,0,0,0,0,0,0
0,0,1.11,0,0,1.8,0,0,0,0,0,0,0,0,0,0
0.256,0,0,0.736,0,4.123,0,0.16,0.08,0,1.23,0,0.16,0.49,0,1
0,0.12,0,0.34,0,5.634,0,0.24,0.12,0.12,0.6,0,0.24,0,0,1
0,0,0,0.896,0,5.538,0,0,0,0,2.43,0,0,0,0,1
0,0,2.22,0,0,1.75,0,0,0,0,0,0,0,0,0,0
0,0.66,8,0,1.33,2.673,0,0,0,0,0,0,0.66,0,0,0
0,0,5.55,0.218,0,1.687,0,0,0,0,0,0,0,0,0,0
0,0,1.72,0.141,0,1.535,0,0,0,0,0,0,0,0,0.86,0
0,0,0.78,0,0,2.714,0,0,0,0,0,0,0,0,0,0
0,0,0,0.091,0,1.214,0.49,0.49,0,0,0,0,0,0,0,0
0,0,0,0,0,2.142,0,0,0,0,0,0,0,0,0,0
0.412,0.5,0,0.412,0,2.441,0,0.76,0,0,1.52,0,0,0.76,0,1
0,0,12.5,0,0,5.857,0,0,0,0,0,0,0,0,0,0
0.157,0.08,0,0.502,0,7.24,0,0.84,0.08,0.33,0.5,0,0.08,0.42,0.76,1
0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,1.76,0.103,1.76,2,0,0,0,0,0,0,0,0,0,0
0.189,0.19,0,0.586,0,2.349,0,0.09,0.09,0,0.49,0,0,0.39,0,1
0.009,0,4.42,0,0,2.356,0,0.15,0,0,0,0.07,0,0.07,0.15,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,3.571,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1.529,0,5.5,0,0,0,0,0,0,0,0,0,1
0,0,1.03,0,0,1.586,0,0.51,0,0,0,0,0,0,0.51,0
0.787,0,0,1.181,0,3.875,0,0,0,0,0,0,0,1.19,1.19,1
0.37,0,0,0.444,0,2.413,0,0.44,0,0,2.2,0,0,2.2,0,1
0,0,0,0,0,2.27,0.89,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.51,0.39,0,0,0,0,0,0,0,0,0
0.085,0.29,0,0,0,5.145,0,0.87,0,0,1.45,0.87,0,0,0,1
0,0,2.45,0.19,1.22,1.857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.214,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.125,1.81,0,0,0,3.63,0,0,0,0,0
0,0,0,0,0,1.727,0,0,0,0,3.44,0,0,0,0,0
0,0,0,0,0,1.555,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.293,0,1.69,0,0,0,0,1.18,0,0,0,2.95,1
0,0,0,0.709,0,1.119,0,0,0,0,0.94,0,0,0,0,0
0.16,0.1,0,0.336,0,6.758,0,0.4,0.4,4.26,1.72,0.2,0,0.4,0.2,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.199,0,5.019,0,0,0,0,0,0,0,0.41,0,1
0,0.33,0,0.537,0,2.517,0,0.33,0,0,0.66,0,0,0,0,1
0.092,0,0,0.472,0,2.086,0,0.61,0.27,0,1.23,0.75,0.06,0.06,0.2,1
0,0,0.49,0.016,0,1.679,5.74,0.19,0,0,0.29,0,0.39,0,0,0
0,0.33,0,0.16,0,6.111,0,0.33,0.67,2.68,3.02,0,0.67,0,0.33,1
0,0,0,0.277,0,3,0,0,0,0,0,0,0,0,0,0
0,0,4.41,0,0,2.565,0,0,0,0,0,0,0,0,0,0
2.33,0.03,0,0.458,0,6.601,0,0.14,0.28,0,1.3,0.54,0.43,0.39,0.39,1
0,0,0,0,1.61,1.083,1.61,0,0,0,0,0,1.61,0,0,0
0,0,0,0,0,1.147,0.32,0.32,0,0,0.32,0,0,0,0,0
0,0,0,0,0,1.541,0,1.78,0,0.89,0.89,0,0,0.44,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.12,2,0,0,0,0,2.24,0,0,0,0,0
0,0,0,0,4.76,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.772,1.28,0,0,0,0,0,0,0,0,0
0,0,3.03,0,0,2.321,0,0,0,0,0,0,0,0,0,0
0.235,1.38,0,0.235,0,6.266,0,0,0,0,1.38,0,0,0,0,1
0,0,1.53,0,0,1.714,0,0,0,0,0,0,0,0,0,0
0,0,1.19,0,0,3.379,0,0,0,0,0,0,0,0,0,0
0.505,0,0,0.439,0,6.683,0,0.14,0.28,0,1.34,0.54,0.43,0.5,0.43,1
0,1.21,0,0.555,0,104.666,0,1.21,1.21,1.21,4.87,1.21,0,0,4.87,1
0,0,0,1.434,0,3.281,0,0,0,0.87,1.74,0,0,0,0.29,1
0,0,0,0,0,1.533,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.571,3.22,0,0,0,0,0,0,0,0,0
0,0,1.43,0,0.86,2.24,0.28,0,0,0,0.28,0,0,0,0,0
0,0,2.77,0,1.11,2.113,0,0,0,0,0.55,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.477,0,4.273,0,0.32,0,0,1.3,0,0.65,0,0,1
0.056,0.34,0,0.225,0,2.257,0,0,0,0.34,0.34,0,0,0,0.34,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.35,0,0,0,0,2.162,0,0,0,2.67,0,0.38,0.38,0.76,0,1
0.23,0.95,0,1.306,0,6.027,0,0.95,0,0,0.95,0,0,1.42,0.47,1
0.175,0,0,0.878,0,5.985,0,0.37,0.37,0,1.48,0,0.37,0,0,1
0.432,0.5,0,0.432,0,2.375,0,0.75,0,0,1.51,0,0,0.75,0,1
0.651,0,0,0,0,1.125,0,0,0,0,3.5,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,1.28,0,0,4.122,3.52,0,0,0,0,0,0,0,0,0
0,0,0,0.286,0,2.434,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.133,0,0.6,0,0,0,0.1,0,0,0.1,0
0.061,1.47,0,0.367,0,4,0,0,0.36,0,0.73,0,0.36,0.36,0,1
0,0,0,0,0,2.06,0,0.82,0,0,0,0,0,0,0.82,0
0,0,0.59,0.078,0,3.153,0,0.59,0,0,0.59,0.29,0,0,0.29,0
0.026,0,1.93,0.044,0,1.873,0,0.18,0,0,0.72,0,0.06,0.06,0.12,0
0.154,0,0,0.928,0,2.409,0,0,0,0,0.86,0,0,0.86,3.44,1
0,0,0,0,1.17,1.294,0,0,0,0,0,0,0,0,0,0
0,0,0,0.833,0,1.375,0,0,0,0,0,0,0,0,0,1
0,0,0,0.041,0,1.5,0.22,0,0,0,0.45,0,0,0,0,0
0,0,0,0,0,1.277,0,0,0,0,0,0.36,0,0,0,0
0.062,0,0,0.31,0,1.477,0,0,0,0,0.43,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,2.15,0.043,1.07,2.879,0,0,0,0,1.88,0,0,0,0,0
0,0,0,0.188,0,1.302,0.99,0.09,0,0,1.35,0,0,0,0,0
0,2.1,0,0,0,2.695,0,0,0,0,0,0,0,0,0,1
0,0,0,1.366,0,26.5,0,0,0,0,0.94,0,0.94,1.88,0,1
0,0,0,0,0,2.132,0,1.56,0,0,0.62,0,0,0,0.62,1
0,0,0,0,0,5.888,0,0,2,0,8,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.036,0,0.64,0,0.12,3.167,0,0,0,0,0.25,1.28,0,0,0,0
0,0,0,0,0,1.793,0,0.36,0,0,0.36,0,0,0,0.36,0
0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0.583,0,4.024,0,0.33,0,0,1.32,0,0.66,0,0,1
0.189,0,0,0.094,0,1.976,3.04,0,0,0,0,0,0,0,0,0
0,0,2.63,0,0,4.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7,17.857,0,0,0,0,1.41,0,0,0,0.7,0
0,0,0,0,0,1,1.85,1.85,0,0,0,0,0,0,0,0
0.403,0,0,0.359,0,5.774,0,0.25,0,0,2.58,0,0,0.77,1.55,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.046,0.15,0,0.25,0,2.565,0,0.76,0.1,0.1,1.57,0.55,0.07,0.05,0.02,1
0.02,0.15,0,0.352,0,5.938,0,0.3,0.15,0.15,0.6,0,0.3,0,0,1
0,0,0.87,0,0,3.029,0,0,0,0,0,0,0,0,0,0
0,0,0,1.55,0,4.555,0,0,0,0,0,0,0,0,0,1
0,0,0,1.443,0,1.969,0,0.54,0,0,0.54,0,0,0,0,1
0,0,1.69,0,0,1.948,0,0.28,0,0,0,0,0,0,0,0
0.201,0,0,0,0,4.5,0,0,0,0,5.26,0,0,0,0,1
0,0,9.52,0,4.76,3.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0.591,0,3.28,0,0.38,0.38,0,1.42,0,0.09,0,0,1
0.23,0,0,0.23,0,5.538,0,0,0,0,3.84,0,0,0,0,1
0,0,0,0,0,1.552,0.33,0,0,0,0,0.16,0,0,0.33,0
0,0,0,0,0,1.125,4,0,0,0,0,0,0,0,0,0
0.549,0,0,0.48,0,3.166,0,0,0,0,1.24,0,0.41,0,0,1
0,0,0.44,0.291,0,1.348,0,0.88,0.44,0,1.32,0,0,0,0,1
0,0.39,0,0.124,0,1.94,0,0.39,0.39,0,1.96,0,0,0,0,1
0,0,2.4,0,1.2,2.312,0,0,0,0,0,0,0,0,0,0
0.107,0,0,0.134,0,5.216,0,0.16,0.32,0.48,1.46,1.3,0.16,0.16,0,1
0,0,9.09,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.909,0,0,0,0,4,0,0,0,0,0
0.302,0,0,0,0,1.727,0,0.4,0.2,0,0.4,0,0,0.2,0.4,1
0,0,0,0.266,0,1,0,0,0,0,0,0,0,0,0,0
0,0.91,0,0,0,1.941,0,0,0.91,0,0,0,0,0,0,1
0.48,0,0,0.48,0,1.684,0,0,0,0,0,0,0,0,0,1
0,0,1.96,0,1.96,3.129,3.92,0,0,0,0.98,0,1.96,0,0,0
0,0,0,0,0,1.333,0,0,0,0,0.81,0,0,0,0,0
0.062,1.04,0,0.621,0,3.902,0,0,0,0,2.09,0,0,0,1.04,1
0,0,0,0,33.33,1,0,0,0,0,0,0,0,0,0,0
0.048,0.68,0,0.048,0,1.405,0.34,0.68,0.34,0,2.73,0,0.34,0,0,0
